epoch, train loss, train strict eval, train soft eval, validate loss, validate strict eval, validate soft eval, test loss, test strict eval, test soft eval
-1, 0.0, 37.44, 19.200993401663645, 0.0, 35.62, 18.13013458251953, 0.0, 35.62, 18.13013458251953
0, 9.360547854414536, 27.375714285714285, 16.786322321210587, 9.2131654578696, 21.37, 15.715956687927246, 9.501662943602904, 24.67, 15.372558116912842
1, 8.016510218681441, 31.599999999999998, 16.646599088396346, 5.84459897485775, 31.06, 15.570368766784668, 5.295356377477977, 24.67, 16.76463222503662
2, 3.3188964083981127, 33.887142857142855, 17.071378026689803, 1.6177395199851503, 29.43, 16.37638282775879, 1.1480240687638066, 30.244999999999997, 16.63658046722412
3, 0.9207384311612223, 32.90428571428571, 17.38472706930978, 0.1296958053755013, 27.56, 16.216297149658203, 0.33011823848430755, 27.285, 16.890196800231934
4, 0.5421849847398347, 33.957142857142856, 17.74452236720494, 0.08606637210818846, 30.74, 16.377702713012695, 0.5140518093593656, 30.88, 17.501023292541504
5, 0.25561665388048305, 34.885714285714286, 18.37952286856515, 0.06929545136334347, 31.03, 17.186254501342773, 0.14990866023699834, 32.66, 18.1857852935791
6, 0.09662868076768458, 34.68714285714286, 18.455873216901505, 0.291228380495701, 32.66, 17.109621047973633, 0.008705604705437686, 32.66, 18.194756507873535
7, 0.15859759534210532, 35.03, 18.338771275111608, 0.11415021706294937, 31.62, 15.899529457092285, 0.012376689942253272, 32.355, 18.27738094329834
8, 0.0575910443562052, 34.60285714285714, 17.93877628871373, 0.03140970906869356, 32.66, 16.459426879882812, 0.05752216623175155, 32.66, 18.191022872924805
9, 0.039290507360258076, 34.98571428571428, 17.988879340035574, 0.09055199521050739, 32.66, 17.063770294189453, 0.011259031185463009, 32.66, 18.555622100830078
10, -0.0005089737686136329, 35.028571428571425, 17.71544211251395, 0.04474455919708298, 32.66, 17.36261749267578, 0.01651169453713397, 31.03, 18.194165229797363
11, -0.005932672449127351, 34.56428571428571, 17.706973757062638, 0.013760949678964352, 32.66, 17.42995262145996, 0.03585134057941719, 31.845, 18.331153869628906
12, -0.018948798035032053, 34.66142857142857, 18.172836984906876, 0.015978445029501742, 32.66, 15.91628360748291, 0.00515087117044466, 33.135, 17.511723518371582
13, -0.014417818551114283, 35.035714285714285, 17.611233166285924, -0.009351828400923523, 32.66, 15.361186981201172, 0.017849090711632876, 31.67, 17.98865032196045
14, -0.024251837649058267, 34.73142857142857, 17.597639765058243, -0.017266116999580916, 31.62, 15.853033065795898, 0.011442691408582562, 32.730000000000004, 17.47766876220703
15, -0.027418086717272163, 34.541428571428575, 17.419526645115443, -0.01893421183463495, 31.62, 15.790887832641602, 0.020189006409641053, 32.730000000000004, 17.384347915649414
16, -0.028667255679389214, 35.167142857142856, 17.588259969438827, -0.026622893341265552, 31.62, 16.186859130859375, 0.00521801906220265, 34.43, 16.803367614746094
17, -0.02217784995349272, 34.70285714285714, 17.904269218444824, -0.025770868792477586, 31.03, 18.245264053344727, 0.017505890557171888, 32.730000000000004, 16.68874168395996
18, -0.03333269200119483, 34.63857142857143, 17.586392675127303, -0.02965061559727289, 31.62, 16.28517723083496, 0.013807371561989967, 32.730000000000004, 16.465967178344727
19, -0.0351974349969303, 35.37285714285714, 17.692376954214915, -0.02732729514907639, 31.62, 15.466679573059082, 0.009281554654118729, 34.045, 15.834332942962646
20, -0.03491105871505492, 34.910000000000004, 17.169507571629115, -0.03137026941104182, 31.62, 16.439668655395508, 0.013816403635390273, 33.980000000000004, 16.043476581573486
21, -0.03562470441839492, 34.93857142857143, 17.900956835065568, -0.033245545665526066, 31.62, 15.468925476074219, 0.003169762982524027, 32.730000000000004, 16.639634132385254
22, -0.02494223729242608, 34.972857142857144, 17.34335449763707, -0.03598518224970171, 31.62, 16.63839340209961, 0.01572039067557185, 32.879999999999995, 16.39842987060547
23, -0.037060793525913995, 34.642857142857146, 17.13935729435512, -0.03460673210772924, 31.62, 15.622008323669434, 0.013268376523232206, 33.125, 15.887365341186523
24, -0.03796681788055446, 34.705714285714286, 17.426866395132883, -0.03681151459046106, 31.62, 17.0361328125, -0.0013386697573967155, 34.29, 16.007760524749756
25, -0.031529138409079546, 34.2, 17.30469512939453, -0.038417906801580415, 31.62, 17.23999786376953, 0.013295299794016557, 33.27, 16.329057693481445
26, -0.0373682672388738, 34.83428571428572, 17.163296427045548, -0.034259105732786566, 31.62, 15.885292053222656, -0.002541002412042914, 34.045, 16.348198413848877
27, -0.032608128329072325, 34.39714285714286, 17.73890781402588, -0.039657543597380496, 31.62, 16.139240264892578, 0.00779864656573892, 34.225, 16.238247394561768
28, -0.03735823367310382, 34.48142857142857, 17.460323333740234, -0.03777936625121825, 31.62, 16.15645980834961, -0.005879881701845058, 34.225, 17.11246919631958
29, -0.03128458881886002, 34.07, 17.109717096601212, -0.04071037103935282, 31.03, 18.82595443725586, 0.0056142388831039725, 34.225, 17.14204978942871
30, -0.03960954886114619, 34.20857142857143, 17.63084602355957, -0.03636551275131872, 31.62, 17.38312530517578, -0.0006357011578650429, 33.27, 16.768512725830078
31, -0.04067172292001331, 35.63857142857143, 17.480162075587682, -0.03946542766733607, 31.62, 16.854413986206055, -0.00042951937301971554, 33.27, 16.494167804718018
32, -0.04117917576951743, 34.220000000000006, 17.565866334097727, -0.03458972738764743, 31.62, 16.356584548950195, 0.001469799457676224, 34.225, 16.494361877441406
33, -0.04169226568263947, 34.41428571428572, 17.496227536882675, -0.038276148920948216, 31.03, 18.45340919494629, -0.010269597829387855, 34.225, 16.872928619384766
34, -0.038273871047244716, 34.55714285714286, 17.427359308515275, -0.033982554475077364, 31.62, 15.44135856628418, 0.005830272529100178, 33.91, 16.70665740966797
35, -0.03725832427333563, 34.511428571428574, 17.958861351013184, -0.034281710337808136, 31.62, 16.534284591674805, -0.01017711610927563, 34.17, 17.03873872756958
36, -0.03877597903319874, 35.167142857142856, 17.586119651794434, -0.03509900674960598, 30.09, 16.037494659423828, 0.004819368552840153, 33.27, 17.173453330993652
37, -0.0395649590508645, 34.20285714285715, 17.658484731401717, -0.03213439505194415, 31.03, 18.391401290893555, -0.010870722514344067, 33.535, 17.05004596710205
38, -0.0371220730645894, 34.33, 17.77667100088937, -0.036694359909622776, 31.62, 15.383328437805176, 0.0032855484785763167, 33.59, 17.100858688354492
39, -0.04097391700110745, 34.09142857142857, 17.606391225542342, -0.02756032145423326, 31.62, 15.707510948181152, -0.012594458385613017, 34.71, 17.272671699523926
40, -0.0359577666549562, 35.49285714285715, 17.73186915261405, -0.03749329485359354, 32.32, 15.646714210510254, 0.0009898021396415047, 33.835, 17.58346462249756
41, -0.04123139415525477, 34.620000000000005, 17.86440999167306, -0.02800245160474013, 31.62, 17.163429260253906, -0.010823496009805922, 33.775, 17.513577461242676
42, -0.038279983193504306, 34.71, 17.721049989972794, -0.035260362728907424, 32.65, 16.457361221313477, -0.002211704699529804, 33.72, 17.509305953979492
43, -0.040433038695568566, 34.755714285714284, 17.576780591692245, -0.029874449552286464, 31.62, 16.497970581054688, -0.015402785932006502, 34.165, 17.91180419921875
44, -0.03669259427322556, 35.287142857142854, 18.21413012913295, -0.03173814687298915, 31.62, 15.529730796813965, 0.001994423330674344, 33.565, 17.501126289367676
45, -0.04156559150304595, 35.69285714285714, 18.131059646606445, -0.03158184265351238, 31.03, 19.072917938232422, -0.018737503776851128, 34.120000000000005, 17.583474159240723
46, -0.03916315308922767, 34.69571428571429, 18.323290416172572, -0.02811018992809089, 30.74, 16.113832473754883, -0.003785054607257976, 34.255, 17.64174747467041
47, -0.04087132933824884, 34.775714285714294, 18.044029235839844, -0.029643606790479282, 30.56, 17.861974716186523, -0.009428987158674573, 34.31, 17.697751998901367
48, -0.039073418707857854, 34.77714285714286, 17.90556866782052, -0.028865697275570312, 31.62, 16.148035049438477, -0.010600573348180653, 33.925, 17.75565242767334
49, -0.042776982656895966, 34.77428571428571, 18.170152391706193, -0.030916437718929046, 30.09, 16.39604377746582, -0.022277071689462247, 34.58, 18.104762077331543
50, -0.03984933435231218, 34.71714285714286, 18.234263556344168, -0.01915821138895346, 31.62, 17.472686767578125, 0.003920816107429559, 34.225, 18.021621704101562
51, -0.04026687531440081, 34.66571428571429, 17.95591381617955, -0.033165281470777686, 31.62, 15.970680236816406, -0.018321904798670907, 34.25, 17.54428768157959
52, -0.04043518988763216, 34.80428571428572, 18.29875946044922, -0.026600397510391005, 33.66, 16.360851287841797, -0.01497543269266366, 33.975, 17.550006866455078
53, -0.04259617946885592, 35.06142857142857, 17.565196173531668, -0.018201712131981296, 31.62, 16.26531982421875, -0.008727800929053231, 34.225, 18.33150291442871
54, -0.038013085407670184, 34.81142857142857, 18.001523971557617, -0.020991551379051288, 33.66, 16.569284439086914, -0.009037406835012973, 34.475, 17.792741775512695
55, -0.038612883208529576, 34.917142857142856, 17.96962547302246, -0.035840601585212184, 32.08, 16.692337036132812, -0.02932754593107667, 34.815, 18.151098251342773
56, -0.03318247840379992, 34.941428571428574, 18.356991631644114, 0.0003455773506324533, 31.62, 16.493099212646484, 0.015070374812034437, 33.81, 17.882939338684082
57, -0.03675034344081623, 34.864285714285714, 18.557437896728516, -0.024298845843913952, 31.62, 16.61823272705078, -0.02048478536189169, 34.075, 17.757661819458008
58, -0.03362741314710936, 34.980000000000004, 17.98794800894601, -0.02827671996939074, 33.66, 16.465131759643555, -0.021305236582488618, 33.625, 17.817675590515137
59, -0.03566622756588548, 35.260000000000005, 18.222717557634628, 0.0001260442366195491, 31.62, 16.640262603759766, -0.0033191520106949923, 34.065, 17.59506130218506
60, -0.039646876143957045, 34.64142857142857, 18.14010211399623, -0.018678570527482563, 30.09, 16.67017936706543, -0.014639911738752787, 33.685, 17.97684669494629
61, -0.04405875880870295, 34.35142857142857, 18.149191447666713, -0.029925657187698462, 31.62, 16.73739242553711, -0.024684912910662327, 33.985, 18.05583381652832
62, -0.04013097580682157, 35.00142857142857, 17.961030960083008, -0.00045787351570503176, 31.04, 17.043960571289062, 0.003472423366687849, 34.04, 17.671278953552246
63, -0.04164552800659038, 34.61857142857143, 17.846952438354492, -0.027175097075501142, 31.62, 16.798917770385742, -0.022562451589240418, 34.315, 17.927123069763184
