epoch, train loss, train strict eval, train soft eval, validate loss, validate strict eval, validate soft eval, test loss, test strict eval, test soft eval
-1, 0.0, 32.237142857142864, 13.86826651436942, 0.0, 31.27, 13.19960880279541, 0.0, 31.27, 13.19960880279541
0, 1.8954648953430766, 29.058571428571423, 13.699238640921456, 1.279778861127376, 27.7, 12.018865585327148, 1.3587093242106913, 26.785, 12.713775634765625
1, 2.118935004806944, 26.254285714285714, 14.706094333103724, 1.7226759808842758, 23.77, 12.671112060546875, 1.9428641944545628, 24.725, 13.151154518127441
2, 3.1537823356144004, 26.50857142857143, 15.705901145935059, 2.0129690227498998, 24.03, 14.20767593383789, 2.3062987966728983, 24.715, 12.833599090576172
3, 3.857028352770247, 25.878571428571433, 15.48195811680385, 2.2984901990820106, 24.55, 13.254643440246582, 2.639831327810157, 24.715, 13.2420334815979
4, 4.5903154590685755, 24.548571428571428, 13.796313149588448, 2.4652640381110054, 23.08, 12.710836410522461, 2.869310787617838, 24.33, 12.47143840789795
5, 4.8456781652345, 24.472857142857144, 13.061775752476283, 2.197258394705809, 23.11, 11.81502914428711, 2.5898263524620937, 24.39, 11.896876335144043
6, 4.061378371940363, 24.318571428571428, 12.380789484296526, 1.8590900296966169, 23.17, 11.171222686767578, 2.101958142348913, 27.54, 11.222831726074219
7, 3.1819802703482574, 25.29285714285714, 12.589669636317662, 1.8075445711429232, 31.7, 12.692898750305176, 1.9491647977783568, 27.564999999999998, 10.583678245544434
8, 2.8361043383254034, 26.484285714285722, 12.897847175598145, 2.067768836511938, 24.71, 12.095311164855957, 2.2681898911723497, 27.5, 10.680103778839111
9, 3.2918758066578055, 27.16142857142857, 12.553960800170898, 3.09099156750241, 23.17, 11.5419282913208, 3.4692820955356147, 27.560000000000002, 10.875756740570068
10, 5.190014696636035, 27.714285714285715, 13.23876394544329, 6.68755507223047, 27.69, 12.643409729003906, 7.427125583848216, 27.59, 12.874494075775146
11, 10.22868826781914, 26.388571428571428, 13.89062990461077, 12.68140843952542, 22.56, 12.318357467651367, 13.810185552183281, 27.560000000000002, 13.350786209106445
12, 15.418687015452537, 22.83428571428572, 14.065783909388951, 17.841379572212524, 21.01, 13.300000190734863, 19.31927438976734, 23.17, 13.358576774597168
13, 20.284660347566533, 22.085714285714285, 14.394914082118444, 21.562091209618956, 23.17, 13.631454467773438, 23.45244576806782, 21.235, 14.0731201171875
14, 20.428882869848078, 22.15285714285714, 14.36486107962472, 18.919785477110196, 21.01, 13.452314376831055, 20.74149798406873, 21.01, 13.799642086029053
15, 15.71500951398798, 23.46, 13.777626582554408, 12.608577409501194, 20.26, 13.400291442871094, 13.88891247897358, 19.995, 13.630814552307129
16, 9.442662389231339, 25.807142857142857, 13.319517816816058, 6.536065737255054, 27.58, 12.375382423400879, 7.350200861414896, 27.58, 11.928283214569092
17, 4.887685267728814, 25.828571428571426, 12.569968768528529, 3.8547883328455654, 19.32, 11.638113975524902, 4.398892191383853, 23.78, 10.867136001586914
18, 3.4463344499861632, 27.80428571428572, 12.23685782296317, 2.8292363883378826, 31.27, 12.12157154083252, 3.267009196852502, 27.119999999999997, 11.28591251373291
19, 2.7208928354981716, 31.31, 12.268091338021415, 2.4532626334935905, 31.27, 12.510424613952637, 2.8487471451359028, 31.0, 11.118722438812256
20, 2.4753008125803473, 31.834285714285716, 12.108384677342006, 2.2782971149334124, 31.27, 12.570697784423828, 2.660637034844184, 31.0, 11.32780122756958
21, 2.4331453363185847, 31.91714285714286, 12.216231346130371, 2.1960155745202314, 31.27, 12.982516288757324, 2.5943626757352583, 30.08, 11.779732704162598
22, 2.3239149000315433, 30.635714285714283, 12.398145130702428, 2.2113337115604317, 25.93, 12.495211601257324, 2.6123951100097944, 31.0, 11.803839206695557
23, 2.422178607778133, 29.57571428571428, 12.541893141610283, 2.3430996251183807, 31.27, 11.717988967895508, 2.774538524856135, 30.73, 11.480130195617676
24, 2.657539001332432, 30.255714285714287, 12.386423110961914, 2.4038714375151393, 31.27, 11.844115257263184, 2.830093695549367, 30.73, 11.266836166381836
25, 2.7537465615507126, 31.359999999999992, 12.1061156136649, 2.4655995022554684, 31.27, 12.09506607055664, 2.865275459177811, 30.73, 11.17928171157837
26, 2.9125402554878552, 32.005714285714284, 12.207842418125697, 2.6238022064907227, 31.27, 11.94326400756836, 3.069408873484184, 30.73, 11.191190242767334
27, 3.15350646546755, 31.658571428571427, 12.25382137298584, 2.6907039496467284, 31.27, 11.79628849029541, 3.132682872393163, 31.0, 11.342798709869385
28, 3.3021165479039447, 31.658571428571427, 12.247075489589147, 2.7409825052715107, 31.27, 11.62482738494873, 3.2410322468623978, 30.73, 11.154462814331055
29, 3.4566825879261143, 31.598571428571425, 12.226849147251674, 2.830048278615397, 31.27, 12.057308197021484, 3.433182193128424, 30.73, 11.303312301635742
30, 3.584770398615839, 31.581428571428567, 12.118548938206263, 2.839156755258305, 31.27, 11.850258827209473, 3.4496142626442197, 30.73, 11.272428512573242
31, 3.6987747559700543, 31.807142857142857, 12.171185220990862, 2.903272099877338, 31.27, 11.7584810256958, 3.568685952879232, 30.85, 11.038732528686523
32, 4.023636344778938, 31.33571428571429, 12.21287386757987, 3.1070479110950195, 31.27, 11.869028091430664, 3.8579656029735148, 30.73, 11.552879810333252
33, 4.054311167268528, 31.858571428571423, 12.108898980276924, 3.05183582307896, 31.27, 11.819735527038574, 3.8044634805997752, 30.73, 11.188596725463867
34, 3.7436515824780265, 31.737142857142857, 12.001891544886998, 3.0970752760878995, 31.27, 11.717028617858887, 3.8138045874679616, 30.385, 11.189895153045654
35, 3.76322851953625, 32.16142857142857, 12.044828142438616, 3.3956214815143504, 30.85, 11.887425422668457, 4.129686016749169, 31.810000000000002, 11.245981216430664
36, 4.014537646151866, 32.504285714285714, 11.826748166765485, 3.633776076423615, 31.27, 11.86910343170166, 4.307429125865083, 30.85, 10.620768547058105
37, 4.148428399769988, 32.76, 11.905237470354352, 3.761623905150401, 30.85, 11.358440399169922, 4.38967783708266, 30.85, 10.401623249053955
38, 4.16313103323169, 32.707142857142856, 11.734754153660365, 3.6999550006943593, 31.27, 11.229666709899902, 4.232281207714429, 28.835, 9.798429489135742
39, 4.026284699255329, 32.39, 11.647243635995048, 3.799985510333542, 31.27, 11.02365493774414, 4.33498177256636, 30.85, 10.005306720733643
40, 4.186921294795872, 32.53857142857142, 11.569951057434082, 3.9782418512860893, 30.85, 11.23418140411377, 4.468993495728498, 30.85, 10.410812377929688
41, 4.212780733724919, 32.03857142857142, 11.631829534258161, 3.976061362031839, 31.27, 10.97201919555664, 4.281495154437531, 31.060000000000002, 10.48766565322876
42, 4.253129507711991, 32.15857142857143, 11.75787625994001, 3.885113674226364, 31.27, 11.02429485321045, 4.114552941057635, 31.27, 10.911180019378662
43, 4.432527125828859, 32.417142857142856, 11.681184904915947, 3.8899320170926828, 31.27, 10.580355644226074, 4.116715651491004, 31.060000000000002, 10.344841957092285
44, 4.544514503983976, 32.52285714285714, 12.026174681527275, 3.9062692864597466, 29.7, 10.9093017578125, 4.171701892693402, 31.060000000000002, 10.39014720916748
45, 4.525578605100418, 32.15, 11.72969559260777, 3.9246631942292005, 30.85, 10.920731544494629, 4.2160639772522455, 30.85, 10.534436702728271
46, 4.555677667679482, 32.23, 12.031077112470355, 3.982910295277925, 30.85, 11.514862060546875, 4.287819678677213, 30.85, 10.366409301757812
47, 4.804732121391065, 32.13285714285714, 12.144907542637416, 4.242851450074479, 30.97, 11.274826049804688, 4.58533683034954, 31.060000000000002, 10.881587505340576
