epoch, train loss, train strict eval, train soft eval, validate loss, validate strict eval, validate soft eval, test loss, test strict eval, test soft eval
-1, 0.0, 30.931438982827324, 17.386766161237443, 0.0, 20.614779815673828, 9.796216011047363, 0.0, 23.205242280960086, 4.687330722808838
0, 297.9307210104806, -11.257811729652543, 5.998583333832877, 77.72113800048828, 0.8258927634358406, 9.166285514831543, 96.99259185791016, -59.61284482002258, 4.442560434341431
1, 192.23429598127092, -23.92296073653868, 5.525301320212228, 6.487741470336914, -117.20912445068359, 9.437679290771484, 12.351548194885254, -51.71733785793185, 4.433887362480164
2, 29.933212552751815, -9.007526218550547, 5.574479022196361, 1.0949993133544922, -117.00411483764648, 9.522603988647461, 6.517065048217773, -11.812251906991005, 4.470655679702759
3, 26.62383488246373, -13.004121982370105, 7.2719674451010565, 6.864351272583008, 20.34684274673462, 9.680703163146973, 9.677310943603516, -44.407451354563236, 4.278594017028809
4, 14.711407252720424, -4.975938633510045, 12.444829532078334, 6.414438247680664, 20.972653198242188, 9.865077018737793, 14.405059814453125, -6.232324866354466, 4.061853885650635
5, 8.797621863228935, 20.131479455445493, 14.170294761657715, 11.11958122253418, 20.25947364807129, 9.879559516906738, 24.297639846801758, -5.6759527685493225, 3.8692970275878906
6, 4.755154745919364, 18.63509500231061, 14.571123395647321, 12.53892707824707, 21.30166067123413, 9.748038291931152, 15.67940902709961, -5.62707985304296, 3.9919910430908203
7, 6.600466319492885, 18.527042331695554, 15.458774975367955, 21.57832145690918, 31.723746452331543, 9.704055786132812, 27.88481903076172, -6.509772181063891, 3.813065528869629
8, 3.7200399126325334, 20.041940442493985, 15.32681655883789, 19.011903762817383, 32.39211372375488, 9.867730140686035, 33.313758850097656, -6.523340888991952, 3.7141759395599365
9, 4.637335368565151, 16.574413890157427, 15.788198334830147, 13.866388320922852, 20.713582916259767, 9.920198440551758, 22.751434326171875, -6.188179051578045, 3.7639870643615723
10, 6.603197642735073, 21.30895193389484, 15.496173994881767, 23.27945899963379, 20.579399185180662, 10.007993698120117, 41.65827751159668, -5.576022807881236, 3.687920093536377
11, 7.883936745779855, 21.5135489158971, 14.652971948896136, 8.768716812133789, 20.708555889129638, 10.03601360321045, 23.606807708740234, -61.0234272262454, 3.8272645473480225
12, 8.973333358764648, 24.72081125804356, 16.08265863146101, 9.574274063110352, 20.97868371963501, 9.991554260253906, 31.373659133911133, -60.3522094514966, 3.690896987915039
13, 3.377530779157366, 21.92079576219831, 15.455172879355294, 18.719369888305664, 21.077499408721923, 10.038961410522461, 41.16001892089844, -6.114372085928917, 3.696751117706299
14, 2.560635430472238, 18.684343133653915, 15.527400425502233, 13.983480453491211, 20.683864688873292, 9.989340782165527, 22.350082397460938, -6.252897690609097, 3.917370319366455
15, 3.69695554460798, 22.512124481030874, 15.720459938049316, 20.98021125793457, 20.49489398956299, 9.959025382995605, 31.47458267211914, -6.130046910345555, 3.814439296722412
16, 1.3951116289411272, 28.032023694174633, 15.62924439566476, 14.555173873901367, 20.203274097442627, 10.161481857299805, 35.5164909362793, -50.875909929722546, 3.6083579063415527
17, 4.392030443464007, 24.341592671530584, 15.793979849134173, 14.117616653442383, 20.587910747528078, 10.218168258666992, 50.052093505859375, -51.33071786552667, 3.614631175994873
18, 2.3130771092006137, 27.168414080483576, 15.720254353114537, 16.683263778686523, 20.25882963180542, 9.992704391479492, 36.68671226501465, -50.704103513360025, 3.834589719772339
19, 1.4524598802839006, 26.988170304979594, 15.999528067452568, 18.178598403930664, 20.632206859588624, 9.985624313354492, 47.476287841796875, -51.206437763124704, 3.7228965759277344
20, 1.438408442905971, 30.09802340371268, 15.708293574196952, 19.723772048950195, 20.51086154937744, 9.962199211120605, 48.7659969329834, -50.958789958115666, 3.6739819049835205
21, 3.5016400473458424, 28.79733752386911, 16.261363097599574, 19.029157638549805, 20.58560413360596, 9.797269821166992, 36.10502052307129, -51.62279458791017, 3.717188596725464
22, 1.2623162950788225, 28.40654647554671, 16.046342032296316, 22.90330696105957, 20.95776355743408, 9.803831100463867, 35.073381423950195, -50.705096807479855, 3.8566277027130127
23, 2.1798836844308034, 26.80905997412545, 15.85681438446045, 30.490060806274414, 32.804555625915526, 9.790946006774902, 41.22876167297363, -51.57637009292841, 3.83174991607666
24, 1.5988529750279017, 28.24347251347133, 16.135931287493026, 27.016149520874023, 32.82204471588135, 9.843889236450195, 38.632070541381836, -51.2384137070179, 3.804013252258301
25, 2.265078680855887, 28.676920708247593, 16.41344438280378, 42.07597351074219, 32.90919258117676, 9.787081718444824, 69.36530494689941, -51.352711002528665, 3.711801767349243
26, 3.312694822038923, 29.94012954711914, 16.04693215233939, 34.76580047607422, 32.562602005004884, 9.73471450805664, 43.412458419799805, -51.3591950687021, 3.8771355152130127
27, 1.3800552913120814, 29.732652838570733, 16.27374199458531, 69.87644958496094, 32.01199737548828, 9.530412673950195, 69.27791213989258, -51.28839332342148, 3.8156239986419678
28, 4.186390195574079, 28.991074333190916, 15.720936979566302, 58.21330261230469, 32.704636573791504, 9.381779670715332, 32.12403869628906, -51.9897889252007, 4.040304660797119
29, 2.6832953861781528, 29.201992694309777, 16.558145931788854, 80.36466217041016, 32.75856563568115, 9.181242942810059, 52.22035217285156, -51.59596821330488, 3.7771546840667725
30, 3.7398749760219028, 30.828956178937638, 16.066621780395508, 87.43315887451172, 33.01702434539795, 9.112971305847168, 51.72317123413086, -51.94475765839219, 3.6920406818389893
31, 1.7115211486816406, 33.66539437430246, 16.445292472839355, 133.19894409179688, 32.692749099731444, 8.97255802154541, 90.14267921447754, -51.15535649210215, 3.5109686851501465
32, 2.803769792829241, 33.41972363880702, 16.459691320146835, 92.63671112060547, 32.79953453063965, 9.1223783493042, 38.55770492553711, -51.415213874131446, 3.817058563232422
33, 2.5450921739850725, 31.906695899963378, 16.351008687700546, 82.94751739501953, 32.727842254638674, 9.253294944763184, 31.182903289794922, -50.93495933294297, 3.9523708820343018
34, 1.6442604064941406, 30.916603107452392, 16.30009869166783, 68.8544692993164, 32.93964584350586, 9.266350746154785, 22.382495880126953, -51.07764002352953, 4.04038405418396
