10, 1, 5, 1.2456817626953125
10, 1, 5, 1.2696425914764404
10, 1, 5, 1.2396087646484375
10, 1, 5, 1.254601001739502
10, 1, 5, 1.2252707481384277
10, 1, 5, 1.3101990222930908
10, 1, 5, 1.276789903640747
10, 1, 5, 1.2546658515930176
10, 1, 5, 1.2231369018554688
10, 1, 5, 1.248072624206543
10, 1, 5, 1.209338665008545
10, 1, 5, 1.2261390686035156
10, 1, 5, 1.269089698791504
10, 1, 5, 1.2312157154083252
10, 1, 5, 1.2166566848754883
10, 1, 5, 1.2274999618530273
10, 1, 5, 1.2575557231903076
10, 1, 5, 1.2204489707946777
10, 1, 5, 1.223726749420166
10, 1, 5, 1.241319179534912
10, 1, 5, 1.2589621543884277
10, 1, 5, 1.2652812004089355
10, 1, 5, 1.2906651496887207
10, 1, 5, 1.2728264331817627
10, 1, 5, 1.2770636081695557
10, 1, 5, 1.235718011856079
10, 1, 5, 1.2480738162994385
10, 1, 5, 1.2225496768951416
10, 1, 5, 1.24869966506958
10, 1, 5, 1.2247121334075928
