15, 1, 3, 2.142416477203369
15, 1, 3, 2.2127840518951416
15, 1, 3, 2.2125132083892822
15, 1, 3, 2.1888084411621094
15, 1, 3, 2.274672746658325
15, 1, 3, 2.2499184608459473
15, 1, 3, 2.3269426822662354
15, 1, 3, 2.4035863876342773
15, 1, 3, 2.202465534210205
15, 1, 3, 2.2283694744110107
15, 1, 3, 2.2349109649658203
15, 1, 3, 2.31856369972229
15, 1, 3, 2.1162045001983643
15, 1, 3, 2.153595447540283
15, 1, 3, 2.1352596282958984
15, 1, 3, 2.1192080974578857
15, 1, 3, 2.1925296783447266
15, 1, 3, 2.194655656814575
15, 1, 3, 2.195685863494873
15, 1, 3, 2.276639699935913
15, 1, 3, 2.3360326290130615
15, 1, 3, 2.1099512577056885
15, 1, 3, 2.2741243839263916
15, 1, 3, 2.180267333984375
15, 1, 3, 2.1820125579833984
15, 1, 3, 2.189295530319214
15, 1, 3, 2.215332269668579
15, 1, 3, 2.227419376373291
15, 1, 3, 2.387059450149536
15, 1, 3, 2.2733325958251953
