1354, 1467.1322448253632 
1354, 1562.1338350772858 
1354, 1608.1212096214294 
1354, 1613.2692093849182 
1354, 1635.0779304504395 
1354, 1587.0579493045807 
1354, 1652.8320384025574 
1354, 1640.8698647022247 
1354, 1651.4474346637726 
1354, 1673.7993867397308 
1354, 1428.5568735599518 
1354, 1479.3699505329132 
1354, 1529.5064449310303 
1354, 1578.3839917182922 
1354, 1572.6132364273071 
1354, 1586.6993107795715 
1354, 1554.8537855148315 
1354, 1561.711786031723 
1354, 1563.967443704605 
1354, 1628.7872140407562 
1354, 1630.7561161518097 
1354, 1634.4040808677673 
1354, 1637.5992851257324 
1354, 1646.0607271194458 
1354, 1571.7215793132782 
1354, 1577.2442355155945 
1354, 1777.5284979343414 
1354, 1786.1070499420166 
1354, 1794.0771703720093 
