epoch, train loss, train strict eval, train soft eval, validate loss, validate strict eval, validate soft eval, test loss, test strict eval, test soft eval
-1, 0.0, 10.254285714285714, 0.7219645977020264, 0.0, 13.92, 4.841492652893066, 0.0, 9.37, 2.615216314792633
0, 7.566525595528739, -9.228571428571428, -1.205879543508802, 6.285578727722168, 4.96, 1.492825984954834, 8.529430389404297, -1.0899999999999999, -0.964388370513916
1, 7.6291689191545755, -3.448571428571429, -1.1877445663724626, 6.313541412353516, -4.28, 0.8228329420089722, 8.691214561462402, -12.010000000000002, -1.1387163996696472
2, 7.72708306993757, -3.6, -0.9696342349052429, 6.318964004516602, 0.78, 1.430628776550293, 8.696664810180664, -5.460000000000001, 0.22390401363372803
3, 7.826367514474051, -1.7885714285714287, -0.8105156932558332, 6.284183502197266, 9.34, 3.0176382064819336, 8.704826354980469, -1.7600000000000002, -0.20920750498771667
4, 7.86780629839216, -3.0257142857142862, -0.8009737985474723, 6.274848937988281, 13.36, 2.4158904552459717, 8.576486587524414, -8.35, 0.17684030532836914
5, 7.871485982622419, -4.811428571428571, -0.6943792700767517, 6.33985710144043, 5.04, 3.4293253421783447, 8.61267375946045, -5.22, 0.5405132174491882
6, 8.025661740984235, -5.157142857142857, -0.6896065218108041, 6.4240570068359375, 4.76, 2.922213315963745, 8.741169929504395, -2.0700000000000003, 0.5584511160850525
7, 8.16248880113874, -4.548571428571429, -0.6779229811259678, 6.452109336853027, 9.22, 3.5530974864959717, 8.888376235961914, -4.17, 0.31625083088874817
8, 8.31522764478411, -4.925714285714286, -0.6914033421448299, 6.565732955932617, 11.48, 3.3281116485595703, 9.108710289001465, -8.34, 0.20874708890914917
9, 8.421321323939733, -3.900000000000001, -0.8626205239977155, 6.579920768737793, 3.86, 2.6263813972473145, 9.175859451293945, -2.92, 0.0946534276008606
10, 8.52010999407087, -3.2342857142857144, -0.28540877785001484, 6.620034217834473, 1.88, 4.453124523162842, 9.284330368041992, 1.7800000000000002, 1.6053938269615173
11, 8.634090151105609, -5.105714285714285, -0.0789399402482169, 6.703577041625977, -0.18, 3.5276405811309814, 9.456171989440918, 0.24, 2.3998769521713257
12, 8.876684052603585, -1.4514285714285715, -0.3826576939650944, 6.882871627807617, 7.16, 2.850476026535034, 9.779694557189941, 4.3100000000000005, 1.8775529861450195
13, 9.218996456691197, -4.951428571428571, -0.09032641138349261, 7.096822738647461, 3.66, 4.139373779296875, 10.10883617401123, -0.17999999999999994, 0.6473097801208496
14, 9.42546626499721, -7.434285714285715, -0.3096588594572885, 7.150859832763672, 9.22, 3.427198886871338, 10.170608520507812, -3.4, 1.2944284081459045
15, 9.45163209097726, -8.082857142857144, -0.2714432563100542, 7.1569719314575195, 8.62, 4.438615798950195, 10.135747909545898, -2.6, 2.692518711090088
16, 9.346208027430944, 0.3942857142857143, 0.355826130935124, 6.964027404785156, 2.42, 4.22020149230957, 9.863603591918945, 3.71, 1.3136932849884033
17, 9.064085006713867, -2.6114285714285717, -0.21436164208820888, 6.791646957397461, 7.18, 4.753199577331543, 9.66867446899414, -3.12, 1.749409556388855
18, 9.019981111798968, 0.08, 0.042145916393824985, 6.798386573791504, 2.68, 3.4840245246887207, 9.75495433807373, 2.36, 2.068361759185791
19, 9.164929253714424, -4.477142857142858, -0.43009970017841886, 6.923954963684082, 5.58, 4.963499546051025, 10.027676582336426, 2.77, 2.930069923400879
20, 9.412376131330218, -3.6028571428571428, -0.44202564443860737, 7.043037414550781, -3.72, 3.8647243976593018, 10.19157600402832, 0.040000000000000036, 2.050185739994049
21, 9.547380992344447, -5.645714285714286, 0.14097640344074794, 7.239842414855957, 4.94, 5.680760383605957, 10.447275161743164, 4.33, 2.2657039165496826
22, 9.711987086704799, -4.88, 0.09646442106791905, 7.3638505935668945, -1.84, 5.11787223815918, 10.628249168395996, -4.5600000000000005, 1.0072137415409088
23, 9.808314459664482, -3.7514285714285713, 0.13028110350881303, 7.489221572875977, -3.58, 3.9645376205444336, 10.795844078063965, -3.29, 2.1064740419387817
24, 9.92066492353167, -2.7657142857142856, 0.43528981719698223, 7.606428146362305, 4.78, 5.533839702606201, 10.94718074798584, 2.05, 2.964499354362488
25, 10.009692328316826, -5.1257142857142854, 0.4200259063925062, 7.688756942749023, 7.52, 5.821323394775391, 11.05449104309082, 0.09000000000000008, 2.447354555130005
26, 10.049865995134626, -3.38, 0.14375431622777665, 7.747550964355469, -0.98, 5.1032819747924805, 11.142327308654785, -4.49, 1.7453597784042358
